customer_email,customer_name,customer_age,age_group,customer_value_tier,customer_segment
melissa89@example.org,Danielle Adams,49,36-50,High,Enterprise
briancampbell@example.com,Joanna Harrington,38,36-50,High,Small Business
qgraham@example.org,Matthew Horne,70,65+,Premium,Enterprise
katiesummers@example.com,John Martin,50,36-50,Medium,Enterprise
margaretmarsh@example.net,Kimberly Bush,18,18-25,Medium,Small Business
allison95@example.net,Pamela Smith,71,65+,Premium,Individual
samanthabowers@example.com,Kathleen Bright,36,36-50,Medium,Enterprise
efigueroa@example.net,Rachel Escobar,34,26-35,Premium,Enterprise
joseph11@example.net,Jill Crawford,79,65+,Premium,Enterprise
krios@example.com,Kathleen Jackson,72,65+,Premium,Small Business
webbchristopher@example.org,Leroy Sullivan,21,18-25,High,Small Business
rebeccasmith@example.org,Jessica Donaldson,65,51-65,Medium,Enterprise
aperez@example.com,Sarah Waters,35,26-35,High,Individual
jonathanclark@example.com,Terry Chapman,55,51-65,Low,Enterprise
ygreer@example.com,Shannon Roberts,84,65+,Low,Small Business
zgray@example.com,Brianna Tanner,85,65+,Low,Small Business
danielpalmer@example.org,Amy Johnson,46,36-50,Medium,Enterprise
emilychapman@example.org,Tyler Jones,76,65+,Premium,Small Business
jason19@example.org,John Hess,43,36-50,Premium,Individual
alexander85@example.net,Frank Fischer,85,65+,Premium,Small Business
maldonadomatthew@example.org,Christine Larsen,66,65+,High,Enterprise
ccooke@example.org,Jennifer Vaughn,42,36-50,Premium,Individual
marksuarez@example.net,Sally West,39,36-50,Low,Small Business
lschroeder@example.org,Meghan Underwood,40,36-50,Low,Individual
melissasmith@example.net,Linda Peck,47,36-50,High,Small Business
bryan49@example.org,Katie Acosta,55,51-65,Medium,Small Business
michaelmclaughlin@example.com,William Kramer,40,36-50,Premium,Small Business
davisbrittany@example.org,Neil Odonnell,68,65+,Medium,Enterprise
tstewart@example.org,Ashley Henry,42,36-50,Medium,Small Business
laura36@example.net,Louis Miller,59,51-65,Premium,Individual
jameswilson@example.com,Susan Cohen,59,51-65,Low,Enterprise
janicebrown@example.net,Teresa Ray,39,36-50,Medium,Enterprise
adam35@example.org,Antonio Hogan Dds,39,36-50,Medium,Enterprise
fieldsjohnathan@example.com,Jordan Collins,28,26-35,Low,Enterprise
amberbrown@example.com,Justin Williams,39,36-50,Medium,Small Business
chadhays@example.com,Anita Nichols,47,36-50,Medium,Individual
carterruth@example.com,Mr. David Lowery,50,36-50,Medium,Small Business
hponce@example.com,Cassandra Robinson,49,36-50,High,Individual
huertagregg@example.net,Sarah Hull,23,18-25,High,Small Business
jgibbs@example.net,James Adkins,25,18-25,Medium,Enterprise
mariabarber@example.com,Tommy Humphrey,42,36-50,Medium,Enterprise
jeremy76@example.com,Dustin Hanson,38,36-50,Premium,Small Business
nturner@example.org,Valerie Wheeler,60,51-65,High,Small Business
oscar80@example.org,Emily Burns,63,51-65,High,Small Business
justinparker@example.net,Melanie Foster,22,18-25,Medium,Enterprise
leonardsnyder@example.net,Michelle Simon,28,26-35,Low,Individual
markblanchard@example.org,Jeffrey Marquez,58,51-65,Medium,Individual
marthasantiago@example.org,John Moss,59,51-65,Low,Small Business
yayala@example.com,Brian Perry,74,65+,Low,Small Business
tiffany87@example.net,Joseph Arnold,49,36-50,High,Enterprise
xmccarthy@example.org,Tiffany Becker,38,36-50,Low,Small Business
victoria76@example.net,Christopher Adams,65,51-65,Premium,Small Business
paulaortiz@example.org,Brandy Garza,69,65+,Medium,Small Business
hamiltonkevin@example.org,Matthew Wang,25,18-25,Premium,Small Business
wilsonjeffery@example.net,Mr. Anthony Wheeler,20,18-25,Premium,Small Business
samanthamartin@example.org,Kari Ibarra,49,36-50,Low,Enterprise
fpadilla@example.com,Russell Oconnell,53,51-65,Premium,Individual
woodwardkathryn@example.org,Melissa Sims,77,65+,Low,Individual
juliemartinez@example.com,Kyle Miller,28,26-35,High,Individual
misty86@example.org,Christopher Reed,60,51-65,Premium,Small Business
susancoffey@example.org,Shannon Thomas,29,26-35,High,Small Business
steven80@example.com,Thomas Ramos,34,26-35,Premium,Enterprise
moorenicholas@example.org,Maria Vargas,18,18-25,Premium,Enterprise
joanne32@example.com,Jessica Hayes,19,18-25,Medium,Small Business
rodriguezzachary@example.net,Sharon Perry,66,65+,Premium,Individual
iorozco@example.org,Kimberly Mccarthy,26,26-35,Low,Enterprise
garciapatricia@example.com,Phillip Leach,20,18-25,Premium,Small Business
longscott@example.com,James Lopez,32,26-35,High,Small Business
jonathan55@example.com,Shaun Morris,54,51-65,Medium,Small Business
eric71@example.net,Sonia York,79,65+,High,Small Business
debra16@example.net,Anonymous Customer,80,65+,Medium,Small Business
amy56@example.com,John Smith,54,51-65,Low,Individual
richard61@example.org,Kelli Johnson,65,51-65,Low,Enterprise
llewis@example.org,Shawn Stewart,31,26-35,High,Small Business
hbradshaw@example.net,Timothy Haney,54,51-65,Medium,Small Business
rebecca09@example.org,Jeremy Wright,24,18-25,Medium,Enterprise
ronaldwilson@example.com,William Dixon,70,65+,Medium,Individual
kathrynlewis@example.net,Julia Garcia,46,36-50,High,Individual
kramerkenneth@example.org,Christian Sims Dds,29,26-35,Premium,Small Business
barbara13@example.net,Shawn Johnson,37,36-50,Low,Enterprise
hallthomas@example.net,Kimberly Jones,70,65+,Low,Enterprise
sydney17@example.com,Maria Hernandez,24,18-25,Low,Individual
johnny85@example.org,Mary Gutierrez,67,65+,High,Enterprise
nortonelizabeth@example.com,Aaron Martinez,64,51-65,Low,Small Business
znunez@example.org,Arthur Mcmahon,72,65+,High,Individual
william55@example.net,Emily Lopez,73,65+,High,Small Business
cryan@example.net,Mary Zamora,70,65+,Low,Individual
aimeekim@example.com,Lauren Sanchez,26,26-35,Premium,Small Business
shirleyramirez@example.org,Joyce Humphrey,40,36-50,Premium,Individual
dcastaneda@example.com,Jill Bell,38,36-50,Low,Small Business
thomasrobin@example.org,Tyler Vincent,76,65+,High,Enterprise
hernandeztodd@example.com,Noah Brown,45,36-50,High,Enterprise
esawyer@example.org,Ryan Mueller,67,65+,Premium,Enterprise
laurensandoval@example.net,Juan Norman,52,51-65,Premium,Enterprise
mnguyen@example.org,Joseph Booker,77,65+,High,Small Business
veronicawashington@example.com,Jeffrey Moody,16,18-25,High,Individual
uandrews@example.org,James Patterson,66,65+,Medium,Small Business
marccalderon@example.org,Dana Williams,29,26-35,High,Individual
smithjoseph@example.org,Anonymous Customer,23,18-25,Low,Small Business
adamsjoseph@example.net,Marie Vazquez,68,65+,High,Small Business
bkirk@example.net,Christopher Williams,59,51-65,Premium,Small Business
yking@example.com,Shaun Duarte,23,18-25,High,Enterprise
hrussell@example.org,Joseph Kirk,42,36-50,Low,Individual
srichardson@example.com,Brian Farrell,46,36-50,High,Individual
amber13@example.net,Jesse Wallace,37,36-50,Low,Small Business
stephanie29@example.com,Brianna Burns,53,51-65,Premium,Enterprise
tmayo@example.org,Lisa Robinson,41,36-50,Premium,Individual
nguyennicole@example.net,Erica Hall,58,51-65,Medium,Small Business
jennifer08@example.org,Willie Lopez,53,51-65,Medium,Enterprise
karinaferguson@example.com,Michael Morales Md,55,51-65,Premium,Individual
smithjames@example.org,Alexander Garcia,71,65+,Low,Enterprise
dennis80@example.org,Cynthia Mcneil,17,18-25,High,Small Business
foxkimberly@example.org,Shari Hamilton,54,51-65,Premium,Small Business
leblancpeter@example.com,Madison Sanchez,72,65+,High,Small Business
brent03@example.net,Jesse Lloyd,40,36-50,Medium,Enterprise
hgonzalez@example.net,Brandon Harper,74,65+,Low,Enterprise
johnpatel@example.org,Mary Wiggins,28,26-35,Medium,Enterprise
clarence28@example.com,Mrs. Hannah Davies Dds,30,26-35,Low,Enterprise
fbarber@example.net,Lauren Kelly,66,65+,Low,Small Business
martineztina@example.net,Travis Pacheco,50,36-50,High,Small Business
costajenny@example.net,Regina Jones,60,51-65,High,Small Business
dustin71@example.org,Eric Hanson,32,26-35,Medium,Individual
justinmills@example.org,Victoria Smith,69,65+,Low,Enterprise
patrick98@example.org,Anonymous Customer,85,65+,High,Small Business
mharris@example.org,Elizabeth Clark,69,65+,High,Individual
callahanjeremy@example.org,Jennifer Montgomery,47,36-50,Low,Small Business
myersjay@example.com,Matthew Campbell,72,65+,Premium,Individual
sullivansharon@example.org,Kathleen Smith,48,36-50,Medium,Enterprise
jason08@example.net,Victoria Jones,67,65+,Medium,Enterprise
chrisavery@example.net,Robin King,57,51-65,Medium,Small Business
jessicaanderson@example.org,Christopher Brewer,20,18-25,Premium,Individual
rpeck@example.org,Tom Jones,73,65+,Low,Individual
pperez@example.net,Bryan Holland,27,26-35,Premium,Enterprise
rhinton@example.com,John Booker,68,65+,Premium,Enterprise
stephenellis@example.net,Faith Martinez,57,51-65,Premium,Individual
hokayla@example.net,Jeffery Gutierrez,81,65+,High,Individual
danagarrett@example.com,Francisco Torres,52,51-65,Low,Individual
tphillips@example.net,Nancy Jones,64,51-65,Low,Individual
abarnes@example.org,David Scott,60,51-65,Premium,Small Business
stephaniecantu@example.org,Lisa Copeland,74,65+,Premium,Small Business
ndelgado@example.org,Tyler Johns,40,36-50,Medium,Enterprise
william02@example.org,Brittney Donaldson,82,65+,Medium,Enterprise
bcarter@example.org,Thomas Schwartz,68,65+,Low,Enterprise
todd60@example.net,Melanie Gonzalez,66,65+,Low,Small Business
christinepotter@example.net,Paul Smith,38,36-50,Medium,Individual
ahouse@example.com,Sheri Delgado,18,18-25,Low,Small Business
cynthia30@example.com,Elizabeth Fisher,74,65+,Medium,Small Business
hermanjacob@example.org,Anthony Owens,40,36-50,Low,Enterprise
jeremiah74@example.com,Danny Patel,52,51-65,Premium,Enterprise
lori05@example.net,Lori Johnson,56,51-65,Low,Enterprise
xwilliams@example.com,Katelyn Foley,52,51-65,Medium,Enterprise
shaffermichael@example.org,Joseph Graham,57,51-65,High,Small Business
diana09@example.org,Joshua Perez,42,36-50,Premium,Small Business
carmstrong@example.com,Brittany Moreno,36,36-50,Premium,Individual
fcurry@example.net,Aaron Caldwell,49,36-50,Medium,Enterprise
watsonmatthew@example.com,Patrick Rodriguez,35,26-35,Premium,Enterprise
eforbes@example.net,Dakota Gutierrez,72,65+,Low,Enterprise
moraleschristopher@example.org,Laura Gonzalez,68,65+,High,Small Business
danahernandez@example.net,Charles Hill,35,26-35,Medium,Individual
jesustorres@example.com,Adam Carter,81,65+,Medium,Individual
daniel73@example.com,Joann Rivers,51,51-65,Medium,Individual
reneewatson@example.org,Joshua Bruce,20,18-25,Medium,Enterprise
lynnmichael@example.org,Ralph Yoder,81,65+,Premium,Enterprise
mweaver@example.com,Erin Morton,64,51-65,Low,Individual
dosborn@example.net,Emily Wall,19,18-25,Medium,Enterprise
megan63@example.org,Ashley Adams,79,65+,Medium,Individual
rodrigueznicole@example.org,Cynthia Fowler,72,65+,Medium,Enterprise
olucas@example.org,Patricia Mercado Md,32,26-35,High,Small Business
todd84@example.org,Daniel Rogers,20,18-25,Medium,Small Business
pmitchell@example.com,Robert Vincent,34,26-35,High,Enterprise
victor71@example.com,Joyce Newman,25,18-25,Low,Enterprise
victor98@example.com,Sandra Turner,63,51-65,High,Small Business
christophersherman@example.net,Anonymous Customer,66,65+,Premium,Enterprise
john45@example.org,Tracy Johns,81,65+,Low,Small Business
nrusso@example.org,Sara Nelson,59,51-65,High,Enterprise
meganmiller@example.net,Dr. Tara Jenkins,39,36-50,Low,Enterprise
vwalters@example.org,Patricia Strong,21,18-25,Low,Small Business
steven09@example.net,Jacob Green,73,65+,High,Individual
simpsonpatricia@example.org,Robert Martinez,56,51-65,High,Enterprise
mcdanielmason@example.com,Maria Dennis,76,65+,High,Enterprise
timothy19@example.net,Danielle Callahan,26,26-35,Medium,Individual
jschmidt@example.net,Brandon Adams,19,18-25,Premium,Individual
fmoore@example.net,Tara Salazar,32,26-35,Premium,Small Business
jmcclain@example.com,Alison Knight,22,18-25,Low,Individual
masontiffany@example.com,Emily Schmitt,59,51-65,High,Enterprise
saraharmstrong@example.net,Sharon Vega,43,36-50,High,Individual
tracy18@example.com,Ashley Obrien,39,36-50,Premium,Individual
lthompson@example.org,Aaron Howard,35,26-35,Premium,Individual
allenjustin@example.org,Debra Harding,69,65+,High,Enterprise
harrisjacqueline@example.com,Larry Lowe,31,26-35,Medium,Small Business
david95@example.org,William Mosley,82,65+,Medium,Individual
eholt@example.org,Meghan Ross,73,65+,Premium,Small Business
curtis93@example.net,Mandy Logan,45,36-50,Medium,Enterprise
michaelbecker@example.com,Shane Terry,20,18-25,Low,Small Business
fmurphy@example.net,William Campbell,31,26-35,High,Individual
rwalters@example.org,Samuel Walsh,77,65+,Premium,Individual
ashleyhall@example.com,Paige May,79,65+,Premium,Individual
austinandre@example.org,Kimberly Kline,56,51-65,High,Enterprise
katherine32@example.com,Javier Velasquez,24,18-25,Low,Individual
dennistaylor@example.net,Mr. Joseph Crawford,75,65+,Premium,Individual
dakota61@example.net,Rebekah Allison,24,18-25,Medium,Enterprise
william07@example.com,Matthew Adams,16,18-25,Low,Enterprise
gloria42@example.org,Kevin Wilson,49,36-50,Premium,Individual
jmorales@example.net,Deborah Singh,39,36-50,High,Individual
uwilson@example.org,Steven Malone,83,65+,Low,Individual
carlospatterson@example.org,Thomas Lee,20,18-25,High,Enterprise
charles65@example.com,Tara Baldwin,76,65+,High,Individual
atran@example.com,Troy Pineda,18,18-25,High,Individual
vjennings@example.com,Troy Martin,73,65+,Medium,Small Business
jessicasanchez@example.org,William Clark,39,36-50,High,Enterprise
umeza@example.org,Monica Petty,48,36-50,Low,Enterprise
cobbelizabeth@example.net,Sean Spencer,60,51-65,Low,Individual
david96@example.net,Christine Browning,50,36-50,Low,Enterprise
garrettbrown@example.com,Stephanie Clark,51,51-65,Medium,Small Business
lopezmatthew@example.com,Cory Chambers,40,36-50,High,Enterprise
cooperrebecca@example.net,Daniel Mills,41,36-50,Medium,Individual
yblack@example.org,Michael White,83,65+,High,Small Business
wbautista@example.org,Ryan Nash,74,65+,High,Individual
williepark@example.org,Samantha Rios,72,65+,High,Individual
smyers@example.org,Jason Williams,66,65+,Medium,Enterprise
sgutierrez@example.com,John Carson,47,36-50,Premium,Individual
matthewvaughn@example.org,Michael Livingston,67,65+,High,Individual
lauren00@example.com,Shawn Salazar,44,36-50,High,Small Business
rileydiaz@example.net,Karen Gutierrez,33,26-35,Low,Individual
qcastro@example.net,Mr. James Hawkins,18,18-25,Premium,Individual
amysmith@example.com,Tina Villanueva,32,26-35,Medium,Enterprise
ninarivers@example.com,Mark Barrett,39,36-50,Premium,Enterprise
mooresabrina@example.org,Kayla Gray,73,65+,Premium,Small Business
rsalas@example.net,Anonymous Customer,38,36-50,Low,Enterprise
leonardsean@example.org,Mary Foster,85,65+,Medium,Small Business
michaelalvarez@example.net,Abigail Dorsey,56,51-65,Low,Enterprise
qbrown@example.com,Patricia Stevens,67,65+,High,Individual
mitchellmaria@example.com,Sharon Ward,25,18-25,High,Individual
rose66@example.com,Tiffany Hinton,51,51-65,High,Enterprise
stephen99@example.org,Barry Brennan,33,26-35,Premium,Individual
michael17@example.com,William Bryan,19,18-25,High,Individual
sandratran@example.org,Anonymous Customer,79,65+,Medium,Enterprise
watkinsreginald@example.org,Amanda Zimmerman,81,65+,High,Individual
linda53@example.org,Anonymous Customer,79,65+,Medium,Individual
melissa51@example.net,Brandon Snyder,55,51-65,Premium,Small Business
xcopeland@example.net,Seth Davis,31,26-35,Low,Individual
roberthill@example.net,Theresa Miller,18,18-25,Low,Enterprise
littlesarah@example.com,Jennifer Lopez,69,65+,Medium,Enterprise
dustinschwartz@example.com,Larry Walls,81,65+,Medium,Individual
codyking@example.com,Rachel Campbell,24,18-25,Low,Enterprise
wmaldonado@example.org,Jessica Rice,76,65+,Premium,Small Business
randrews@example.org,Cassandra Cole,85,65+,Medium,Enterprise
gibbskristin@example.net,Allen Lambert,82,65+,High,Small Business
zdorsey@example.org,Michael Shepherd,19,18-25,Low,Individual
ricemargaret@example.com,Anonymous Customer,28,26-35,Medium,Small Business
jmartinez@example.com,Amanda Smith,43,36-50,Premium,Enterprise
adam99@example.net,Jessica Cantu,44,36-50,High,Individual
hamiltonvanessa@example.net,Hannah Gallagher,43,36-50,Medium,Enterprise
tthompson@example.org,Jordan Sims,83,65+,Low,Individual
alyssa41@example.org,Jose Davis,33,26-35,Low,Individual
douglas57@example.com,Charlotte Price,65,51-65,Medium,Small Business
jamesburgess@example.com,Jenny Johnson,21,18-25,Low,Small Business
alyssa34@example.org,Kerri Williams,55,51-65,Low,Individual
hgilbert@example.com,Sherry Good,85,65+,Premium,Enterprise
richard43@example.org,Damon Lawrence,60,51-65,Medium,Small Business
michelle80@example.net,Rodney Schneider,70,65+,Low,Individual
teresalawrence@example.org,Anonymous Customer,39,36-50,High,Individual
amandahuffman@example.com,Jason Francis,64,51-65,Low,Individual
xbuchanan@example.com,Charlotte Santiago,30,26-35,Medium,Enterprise
williamzimmerman@example.com,Sara Williams,22,18-25,Premium,Small Business
melissarush@example.net,Carmen Guerrero,63,51-65,Medium,Individual
morganjared@example.com,Sarah Avery,70,65+,High,Small Business
bishoprandall@example.com,Michele Flores,50,36-50,Medium,Enterprise
reyeshelen@example.net,Emily Roberts,55,51-65,Medium,Small Business
lewisjessica@example.net,Jessica Franklin,69,65+,Low,Small Business
angie95@example.org,Anonymous Customer,56,51-65,Low,Enterprise
ncarlson@example.net,Randy Wolfe,63,51-65,Premium,Individual
samanthaeaton@example.net,Kevin Duncan,64,51-65,Medium,Enterprise
leslie36@example.com,Danielle Hodges,31,26-35,Premium,Enterprise
ebradford@example.com,David Gonzalez,45,36-50,Low,Enterprise
mhorton@example.net,Kimberly Hudson,61,51-65,High,Enterprise
kgordon@example.net,James Manning,46,36-50,High,Small Business
kyle79@example.com,Travis Jones,16,18-25,Low,Enterprise
pgreene@example.org,Anonymous Customer,26,26-35,Low,Individual
kimberly09@example.org,Catherine Williams,68,65+,Premium,Individual
perezjudy@example.org,Phyllis Martinez,63,51-65,Medium,Enterprise
thomaskevin@example.com,Samantha Ramos,39,36-50,Premium,Enterprise
apalmer@example.com,Lori Mcintyre,22,18-25,Premium,Small Business
haley84@example.org,Omar Smith,53,51-65,Premium,Enterprise
evanskenneth@example.net,Anonymous Customer,31,26-35,Medium,Small Business
erik03@example.net,Donald Baker,71,65+,Low,Enterprise
kristawright@example.net,Tina Knox,21,18-25,Medium,Enterprise
lherrera@example.net,Jacqueline Mcgrath,22,18-25,Premium,Individual
kristen83@example.net,Erica Banks,64,51-65,High,Enterprise
christophermunoz@example.com,Maria Cook,24,18-25,High,Individual
bsnyder@example.org,Lisa Woods,41,36-50,Premium,Individual
rodriguezkathleen@example.org,Diane Williams,81,65+,High,Individual
blackburnpatricia@example.org,Emily Barajas,37,36-50,Premium,Small Business
chase50@example.com,Justin Singleton Md,68,65+,Medium,Enterprise
dpugh@example.com,Olivia Hawkins,48,36-50,High,Enterprise
xstevens@example.com,Rhonda Knight,22,18-25,High,Individual
kylecurry@example.net,Michael Allen,62,51-65,Premium,Individual
tylerrichardson@example.com,Melissa Davis,65,51-65,Premium,Individual
gerald96@example.org,Jonathan Walker,70,65+,Premium,Small Business
craigmariah@example.org,Jeremy Garcia,29,26-35,Medium,Individual
moralesjames@example.com,Evan Hickman,38,36-50,Medium,Individual
melindawong@example.org,Lindsey Jordan,65,51-65,Medium,Enterprise
johncarr@example.org,Derrick Sloan,38,36-50,Medium,Individual
margaret74@example.org,Michael Rivera,68,65+,Medium,Small Business
jamesdavid@example.net,Martha Stephens,54,51-65,Low,Enterprise
coxcindy@example.net,Brenda Alexander,70,65+,Low,Individual
greenemma@example.org,Brittany Hodge,66,65+,Premium,Enterprise
timothyjohnson@example.net,Elijah Armstrong,17,18-25,High,Individual
brenda56@example.net,Denise Davis,51,51-65,High,Enterprise
rodriguezdonald@example.org,Angela Zamora,19,18-25,Low,Individual
hjensen@example.org,Robert Brennan,77,65+,Premium,Small Business
omyers@example.net,Mrs. Brandy Cain,84,65+,High,Enterprise
erodriguez@example.org,Barbara Allison,48,36-50,Medium,Small Business
walkerjoseph@example.net,Jason Clark,79,65+,Premium,Enterprise
julieshelton@example.net,Samuel Williams,81,65+,High,Individual
ezuniga@example.org,Dr. Jose Price,34,26-35,Low,Enterprise
diazshelley@example.org,Mandy Mcmillan,57,51-65,Low,Individual
kimberlycraig@example.com,Brian Lyons,39,36-50,Medium,Small Business
grahamnicole@example.org,Peter Hurst,50,36-50,High,Small Business
barry96@example.org,Linda Rodriguez,49,36-50,High,Individual
christineclark@example.org,Ricky Johnson,32,26-35,High,Enterprise
powellsamantha@example.com,Steve Munoz,67,65+,Low,Individual
richard24@example.com,Margaret Wilkinson,36,36-50,Medium,Small Business
flemingchristina@example.com,Joseph Lara,26,26-35,Premium,Small Business
cody37@example.net,Katie Sanders,28,26-35,Medium,Small Business
alice14@example.org,Katherine Hood,53,51-65,High,Small Business
michael99@example.org,Brianna Wang,19,18-25,Premium,Small Business
gjackson@example.com,Robert Ortega,60,51-65,Low,Small Business
katherine60@example.com,Kimberly Kaiser,83,65+,High,Small Business
mlewis@example.org,Steven Wilson,61,51-65,Medium,Individual
codyramirez@example.net,Denise Sellers,79,65+,Premium,Enterprise
powellmary@example.com,Kimberly Mcguire,36,36-50,Premium,Small Business
christopherferguson@example.net,Samantha Richards,21,18-25,Low,Small Business
jamesbailey@example.net,Lori Bartlett,71,65+,High,Individual
clarkenathan@example.com,Anonymous Customer,57,51-65,Premium,Small Business
william47@example.net,Seth Smith,68,65+,Medium,Enterprise
thomas38@example.org,Brittney Wood,18,18-25,Medium,Individual
ashley28@example.net,Whitney Ward,52,51-65,Premium,Enterprise
sanfordmelissa@example.net,Antonio Garcia,56,51-65,Medium,Small Business
erikamichael@example.com,Rebecca Hatfield,59,51-65,Premium,Individual
andres93@example.org,Robert Johnson,83,65+,Low,Individual
ujohnson@example.org,William Carey,71,65+,High,Enterprise
amandawood@example.net,Jeremy White,83,65+,High,Small Business
april00@example.net,Mrs. Stefanie Gallagher,52,51-65,Premium,Small Business
wgrant@example.net,Matthew Clayton,21,18-25,Medium,Individual
millersarah@example.net,Amy Perry,50,36-50,High,Small Business
vsanchez@example.org,Lisa Garcia,44,36-50,Medium,Enterprise
cindysnyder@example.net,Michelle Hunter,55,51-65,Low,Individual
carrollmatthew@example.net,Cody Klein,18,18-25,Premium,Individual
robert45@example.net,Jason Lawson,62,51-65,Low,Small Business
tina87@example.org,Martin Wilson,69,65+,Low,Small Business
lauren34@example.com,Russell Shields,43,36-50,Low,Small Business
sancheznatalie@example.org,Christian Espinoza,28,26-35,Medium,Individual
henrybrown@example.net,Jason Gonzalez,81,65+,Premium,Enterprise
david73@example.com,Daniel Hall,23,18-25,High,Enterprise
jfoley@example.com,Joshua Ward,35,26-35,High,Small Business
james11@example.com,Tony Murphy,84,65+,Premium,Individual
cookjennifer@example.org,Kevin Tapia,30,26-35,Premium,Enterprise
beckysilva@example.net,Diane Lee,59,51-65,Premium,Individual
brandon33@example.org,Amanda Smith,20,18-25,Medium,Individual
zsmith@example.org,Tiffany Berry,35,26-35,Premium,Small Business
katiegray@example.net,Erin Wright,21,18-25,High,Individual
mayojessica@example.com,Colleen Wilson,65,51-65,Premium,Enterprise
fdixon@example.net,Jason Miller,42,36-50,Medium,Small Business
pcraig@example.org,Nicholas Maynard,24,18-25,Medium,Individual
khartman@example.net,Anonymous Customer,65,51-65,High,Individual
ijohnson@example.com,David Copeland,76,65+,Premium,Enterprise
btran@example.org,David Miller,39,36-50,High,Small Business
wfletcher@example.net,Joseph Juarez,78,65+,Low,Individual
sarah88@example.net,Gregory Williams,82,65+,Low,Individual
tyler97@example.net,Colleen Martin,19,18-25,Medium,Enterprise
mcabrera@example.com,Savannah Mckenzie,38,36-50,High,Individual
kevinbowers@example.net,Clifford Drake,65,51-65,Premium,Small Business
tayala@example.org,Carolyn Walker,24,18-25,High,Enterprise
garrisontimothy@example.net,Charles Green,17,18-25,Low,Individual
bgrant@example.com,Leah Huff,29,26-35,Medium,Small Business
jrichards@example.net,Dawn Andrews,24,18-25,High,Individual
craig11@example.net,Jackson Holland,75,65+,Premium,Enterprise
rogersmith@example.org,Michael Ward,26,26-35,Medium,Enterprise
welchmichael@example.com,Kelly Taylor,33,26-35,Premium,Small Business
franklinmary@example.net,Diane Myers,42,36-50,Premium,Individual
aortiz@example.com,Stephanie Clements,73,65+,Low,Enterprise
susanbush@example.org,Amber Anderson,77,65+,Low,Small Business
laurie72@example.net,Samantha Dickerson,29,26-35,High,Individual
thomasmatthew@example.net,Francisco Jensen,43,36-50,Medium,Individual
robertschristina@example.com,Mark Rose,37,36-50,Premium,Enterprise
david16@example.net,Gina Franklin,26,26-35,Low,Individual
mchavez@example.com,Andrea Kennedy,83,65+,High,Individual
antoniorhodes@example.com,John Morrison,64,51-65,Medium,Small Business
kevin51@example.net,Kathleen Lucas,61,51-65,Premium,Small Business
brucemyers@example.net,Karen Hahn,59,51-65,High,Small Business
cookkimberly@example.org,Dr. David Carlson,32,26-35,High,Small Business
joshuatran@example.com,Ashley Velez,64,51-65,Medium,Enterprise
markturner@example.org,Tracy Nelson Dds,75,65+,Medium,Enterprise
johnsonsara@example.net,Joseph Nelson,60,51-65,High,Small Business
rodriguezharry@example.com,Eric Moreno,71,65+,Low,Enterprise
jthompson@example.net,Wesley Soto,27,26-35,Low,Enterprise
derrick14@example.com,Alyssa Carr,52,51-65,Low,Enterprise
scotttammy@example.org,Teresa Wilkerson,62,51-65,Low,Individual
prangel@example.net,Matthew Russell,31,26-35,Low,Enterprise
vflores@example.org,Tiffany Dickson,81,65+,Low,Enterprise
andrew35@example.com,Robert Gray,59,51-65,Premium,Individual
smithvictoria@example.org,Robert Mullen,80,65+,Premium,Small Business
imassey@example.com,Tara Shea,23,18-25,Medium,Individual
miguelchavez@example.net,Christopher Smith Dds,25,18-25,Medium,Enterprise
christopher70@example.net,Justin Bonilla,40,36-50,Low,Small Business
westdan@example.org,Hector Atkinson,40,36-50,High,Individual
qcooper@example.org,Stacy Chambers,43,36-50,Premium,Enterprise
charles72@example.net,William Craig,50,36-50,Medium,Small Business
idiaz@example.com,Heather Scott,82,65+,Premium,Enterprise
egarcia@example.org,Paul Gray,72,65+,Premium,Individual
randysanchez@example.org,Brian Briggs,85,65+,High,Individual
brent75@example.org,Keith Cole,80,65+,High,Enterprise
colleen20@example.net,Jacob Todd,50,36-50,High,Enterprise
jamescarrillo@example.com,Garrett Wilson,85,65+,Medium,Enterprise
emilywood@example.net,Anonymous Customer,40,36-50,Medium,Enterprise
cynthiaflores@example.net,Connie Crawford,69,65+,Low,Individual
timothybrown@example.net,Billy Curtis,28,26-35,High,Enterprise
natalienixon@example.org,Brian Garcia,72,65+,Premium,Small Business
leehayley@example.net,Tammy James,72,65+,Premium,Small Business
qhull@example.net,Kimberly Hill,54,51-65,Low,Individual
elizabeth99@example.net,Christopher Wheeler,63,51-65,Premium,Enterprise
wilsonamanda@example.net,Adrienne Ho,47,36-50,Medium,Small Business
jenniferwilliams@example.org,Heidi Weaver,49,36-50,Premium,Small Business
flucero@example.net,Kenneth Cohen,37,36-50,Low,Small Business
matthew34@example.com,Amanda Forbes,85,65+,Premium,Individual
bruceberry@example.org,Cynthia Jackson,25,18-25,Low,Enterprise
pattersoneric@example.org,Justin Stout,63,51-65,Low,Small Business
kennedypaula@example.net,Mary Lyons,67,65+,Medium,Individual
wolfheather@example.net,Jessica Jones,26,26-35,Low,Enterprise
jasmine12@example.org,Kristi Hall,63,51-65,Low,Individual
jeffreysmall@example.org,Kimberly Cordova,36,36-50,Low,Enterprise
donald00@example.net,Charles Ortiz,65,51-65,Medium,Small Business
campbelljose@example.com,Diana Jackson,47,36-50,Premium,Enterprise
